"Title","Make/Model","Location","Date Posted","Description","Price","Kilometres","Drivetrain","Listing URL","Notes"
"2016 Hyundai Tucson Limited","Hyundai Tucson","Calgary, AB","Aug 19, 2026","VEHICLE DESCRIPTION:
 . Year: 2016
 . Make: Hyundai
 . Model: Tucson
 . Body Style: suv
 . Odometer: 185354
 . Transmission: automatic
 . Engine: 4 Cylinder
 . Engine Size: 1.6 L
 . Driveline: AWD
 . Exterior Color: Black
 . Interior Color: Black
 . Doors: 4
 . Passengers: 5
 . Fuel Type: gas
 . City Fuel: 9.9
 . Hwy Fuel: 8.4
 . Stock Number: 94
 . VIN: KM8J3CA27GU104996
 Used / 2016 Hyundai Tucson Limited / SUV / All-wheel drive / Active status / approved financing / prime and sub-prime banks / mechanical fitness assessment / out of province inspection, it is ready to be registered in AB / clean active title / back up camera / heated seats

Art of cars (1827 36 St SE Calgary) Monday to Friday 10-5 pm
Please feel free to check our full inventory and carfaxes at artofcars.ca

Selling 2016 Hyundai Tucson Limited with 185431 km on it in a great mechanical condition. Automatic transmission, 1.6 l 4 cylinders engine. 5 seater SUV. Active status. Comes with recent mechanical fitness assessment, out of province inspection (READY TO BE REGISTERED IN AB) and Carfax report. Just detailed.

Car features:
Active status
Engine – 1.6l 4 cylinder engine
Push start button
Panoramic sunroof
Back up camera and parking sensors
Heated steering wheel
Front and back heated seats
Premium stereo system
Blind spot detection
Cross traffic detection
Powered tailgate
Cruise control
Voice commander on the steering wheel
Dual climate control
Powered doors
Power mirrors
Powered windows
Powered locks
Heated front and rear seats
Downhill parking assistance
Drive mode
Keyless entry
AC
FM / AM / XM / USB / AUX / Bluetooth / XM / MP3 / navigation
1 key fob

AMVIC #B2032483
Stock #94
[hidden information]

Please contact me prior coming to book an appointment.

Price is 11999$ + gst KM8J3CA27GU104996","CA$10,999","185,354 km","AWD","https://www.facebook.com/marketplace/item/1699136941350328/","Dealer (Art of Cars); advertised price + GST is $11,999"
"2017 Hyundai Tucson","Hyundai Tucson","Calgary, AB","Aug 19, 2026","I'm selling my 2017 Hyundai Tucson.
It has been well-maintained at Hyundai Calgary (official dealership). It's very solid on the road, whether for long road trips or just the daily commute to work, school, or groceries.
Quick Specs
Year: 2017
Model: Hyundai Tucson
Engine: 1.6L Turbocharged 4-Cylinder
Drivetrain: AWD (All-Wheel Drive)
Mileage: ~150,000 km
CARFAX Status: Normal
Cons: Minor hail damage
Located in Sunnyside, Calgary.
Key Features
-AWD
-Panoramic Sunroof
-Drive Mode Select (Eco, Normal, Sport)
-Heated front & rear seats
-Heated Steering Wheel
-Blind Spot Detection
-Backup Camera
-Adaptive Cruise
-Winter Tires
-Dual-Zone Climate Control
- 2 keys","CA$12,000","150,000 km","AWD","https://www.facebook.com/marketplace/item/1428302159203563/","Dealer-maintained; normal CARFAX; minor hail"
"2017 Hyundai Tucson (SE AWD)","Hyundai Tucson","Calgary, AB","Aug 18, 2026","Looking for a practical SUV that's ready for year-round Alberta driving? This 2017 Hyundai Tucson SE AWD offers a great combination of comfort, practicality, fuel efficiency, and all-wheel-drive capability.
✨ Highlights:
• 138,417 KM
• 2.0L 4-Cylinder Engine
• Automatic Transmission
• AWD
• Red Exterior
• Black Interior
• Seats 5
• Great fuel economy
• 11 documented service records
• Strong dealership service history
• Front brakes replaced
• Recent oil & filter services
• Tire rotations & wheel alignment
• Engine & maintenance inspections
🔧 Service History:
Dealership servicing completed by Calgary Hyundai, Hyundai Gallery, and South Trail Hyundai, with additional maintenance performed by Kal Tire.
📋 Vehicle History:
Alberta registered with normal branding. CARFAX reports a claim over $3,000. No salvage, rebuilt, flood, fire, rental, taxi, unsafe or non-repairable history reported. Previous use reported as personal.
💳 Financing options may be available — ask for details!
📲 Call/Text","CA$12,499","138,417 km","AWD","https://www.facebook.com/marketplace/item/1014256061435851/","11 documented service records; CARFAX claim >$3,000 disclosed"
"2018 Hyundai Tucson (SE AWD)","Hyundai Tucson","Calgary, AB","Aug 13, 2026","2018 Hyundai Tucson SE AWD | $12,000 | 178,000 km
Not a stripped-down Tucson with a fancy description. This one is actually loaded and has had the expensive maintenance done.
2.0L • AWD • Panoramic roof • Leather • Adaptive cruise • Blind spot • Lane assist • Auto climate • Power driver seat
Brand-new brakes, rotors & pads FRONT + REAR.
Very good condition. Carfax is accurate. Not rebuilt and no major accident.
💰 Cash: $12,000
Private sale = no GST.
🏦 Financing available — prime & non-prime
Financing goes through a major franchise dealership, giving access to banks and alternative lenders.
Example with $1,000 down / 48 months / $1,500 2-year unlimited-km warranty:
Approx. $185 biweekly @ 8.99%
Approx. $207 biweekly @ 14.99%
OAC. Rate depends on credit.
Finance deal: $995 finance fee + $44.95 PPSA + GST.
If you know Tucsons, come see this one.","CA$12,000","178,000 km","AWD","https://www.facebook.com/marketplace/item/1436773691842984/","Private sale, no GST; not rebuilt"
"2018 Hyundai Tucson SE","Hyundai Tucson","Calgary, AB","Aug 19, 2026","VEHICLE DESCRIPTION:
 . Year: 2018
 . Make: Hyundai
 . Model: Tucson
 . Body Style: suv
 . Odometer: 182721
 . Transmission: automatic
 . Engine: 4 Cylinder
 . Engine Size: 2.0 L
 . Driveline: AWD
 . Exterior Color: Black
 . Interior Color: Black
 . Doors: 4
 . Passengers: 5
 . Fuel Type: gas
 . City Fuel: 11.0
 . Hwy Fuel: 9.1
 . Stock Number: 61
 . VIN: KM8J3CA48JU731988
 Used / 2018 Hyundai Tucson SE Limited / SUV / All-wheel drive / Active status / approved financing / prime and sub-prime banks / mechanical fitness assessment / out of province inspection, it is ready to be registered in AB / clean active title / back up camera / heated seats / remote starter

Art of cars (1827 36 St SE Calgary) Monday to Friday 10-5 pm
Please feel free to check our full inventory and carfaxes at artofcars.ca

Selling 2018 Hyundai Tucson SE Limited with 182831 km on it in a great mechanical condition. Automatic transmission, 2.0 l 4 cylinders engine. 5 seater SUV. Active status. Comes with recent mechanical fitness assessment, out of province inspection (READY TO BE REGISTERED IN AB) and Carfax report. Just detailed. Almost new tires.

Recent services:
Oil and filter changed

Car features:
Active status
Engine – 2.0l 4 cylinder engine
Blind spot monitor system
Back up camera
Cruise control
Dual climate control
Powered doors
Power mirrors
Powered windows
Powered locks
Heated seats
Heated steering wheel
Leather seats
Downhill parking assistance
Panoramic Sunroof
Keyless entry
AC
FM / AM / XM / DVD / USB / AUX / Bluetooth / XM / MP3
Remote starter
4 key fobs

AMVIC #B2032483
Stock #61
[hidden information]

Please contact me prior coming to book an appointment.

Price is 12999$ + gst KM8J3CA48JU731988","CA$12,500","182,721 km","AWD","https://www.facebook.com/marketplace/item/1401835038566326/","Dealer (Art of Cars); out-of-province inspection done; note advertised price + GST is $12,999"
"Hyundai Tucson 2.0L AWD 2017","Hyundai Tucson","Chestermere, AB","Aug 13, 2026","Hyundai Tucson 2.0L AWD in excellent condition and running perfectly, with 181,000 km. An extremely reliable car that offers a smooth ride and is fully prepared to handle Calgary winters thanks to its All-Wheel Drive (AWD) system. Highlights and Vehicle Condition: * Impeccable Mechanics: Engine and transmission run smoothly; no strange noises or issues. Ready to drive. * AWD (Winter-Ready): Excellent traction and safety on snow and ice. * Up-to-date Maintenance * Overall Condition: Well-maintained; non-smoker vehicle. * Key Features: Heated seats, backup camera, Bluetooth connectivity, steering wheel controls, cruise control, and full power package (windows, locks, and mirrors). An excellent choice for an economical, safe, and spacious SUV—ideal for families or daily commuting. * Price: $12,450 CAD * Location: Chestermere * Contact: Marlon [hidden information]","CA$12,450","181,000 km","AWD","https://www.facebook.com/marketplace/item/1784655532880148/","Chestermere (~25 km E of Calgary)"
"2017 Hyundai Tucson Limited AWD","Hyundai Tucson","Edmonton, AB","Aug 17, 2026","2017 HYUNDAI TUCSON LIMITED AWD
Active status Alberta
AWD
Engine 4-Cyl 1.6 turbo
No any leaks
Remote starter
Low mileage 140,500 km
Panoramic sunroof, leather seating, heated front and rear seats, heated steering wheel, cruise control, climate control, backup camera, blind spot sensors.
This car is clean, well-kept, tidy. This car is fully serviceable. Just come in and go.","CA$11,900","140,500 km","AWD","https://www.facebook.com/marketplace/item/2737703603266529/","Edmonton; Limited trim, low km"
"2018 Hyundai Tucson SE AWD 1.6L Turbo","Hyundai Tucson","Wetaskiwin County No 10, AB","Aug 15, 2026","2018 Hyundai Tucson SE AWD 1.6L Turbo – 117,000 km: upgraded to a Tahoe
Well-maintained, fully loaded Tucson. $12,500 – priced to sell.
✅ AWD
✅ Leather interior
✅ Heated front/rear seats + steering wheel
✅ Panoramic sunroof
✅ Apple CarPlay + backup camera
✅ Dual-zone climate + Lane Keep Assist
✅ All-weather tires + 3 summer tires
Recent maintenance: Turbo replaced (2023), timing belt & spark plugs (2025), battery replaced last year. Receipts available.
Known issues: Check engine light (O₂ sensor-related code), cracked/chipped windshield and lower right fog light needs replacement. Selling as-is.
CARFAX shows one minor $1,772 rear claim from 2022, professionally repaired. No structural damage or rebuilt/salvage status. Open Hyundai ABS recall.
CARFAX & maintenance records available. Serious inquiries only.","CA$12,500","117,000 km","AWD","https://www.facebook.com/marketplace/item/1735912290954272/","Wetaskiwin County (~270 km N of Calgary); very honest disclosure; low km"
"2011 Hyundai Santa Fe","Hyundai Santa Fe","Calgary, AB","Aug 19, 2026","A safe, reliable, four-wheel drive family car
Bluetooth
Full electric
Brandnew winter tires
No lake oil
Full inspection","CA$7,500","149,000 km","4WD (stated 'four-wheel drive')","https://www.facebook.com/marketplace/item/2531838997286618/","Minimal description; drivetrain stated as four-wheel drive"
"2013 Hyundai Santa Fe","Hyundai Santa Fe","Calgary, AB","Aug 15, 2026","Clean title, well-maintained, and in excellent condition. Runs and drives great with no mechanical issues. Powerful yet fuel-efficient 2.0L Turbo engine with AWD, perfect for all seasons.
Loaded with features:
* AWD
* 2.0L Turbo
* Panoramic sunroof
* Heated & cooled (ventilated) leather front seats
* Heated rear seats
* Heated steering wheel
* Navigation
* Backup camera
* Bluetooth
* Dual-zone climate control
* Push-button start
* Keyless entry
* Premium alloy wheels
Very clean inside and out. Regularly maintained and ready for its next owner. No warning lights and everything works as it should.
Serious buyers only. Message me for more details or to schedule a viewing","CA$9,700","124,000 km","AWD","https://www.facebook.com/marketplace/item/1060952243303524/","Clean title; low km (124k) - strong candidate"
"2013 Hyundai Santa Fe Limited (Sport Limited AWD)","Hyundai Santa Fe","Calgary, AB","Aug 15, 2026","Santa Fe Sport Limited AWD | Pano Roof | Clean Carfax
Step confidently into any Alberta winter with this fully inspected, top-trim Santa Fe Sport Limited! 264HP 2.0L Turbo engine paired with an advanced All-Wheel Drive system for exceptional traction on icy Calgary roads. 🏔️ Backed by a flawless, clean Carfax report with consistent local dealership servicing, this SUV offers uncompromising peace of mind and is completely winter-ready. ✅
The premium Serrano Red exterior perfectly contrasts the refined Black leather interior. 🚘 Loaded with high-end comforts to eliminate commute stress, it features heated and ventilated front power seats, heated rear seats, and a massive panoramic sunroof that floods the spacious cabin with natural light! ☀️ Tech-focused buyers will love the heated steering wheel, integrated navigation, backup camera, and premium Infinity audio system. 🎶 Extended Stock# DG066649
Amvic Licensed Dealer # B1041665
Subject to GST 5%
Trades Welcome / Warranty Options","CA$10,995","141,000 km","AWD","https://www.facebook.com/marketplace/item/1112032195092400/","Clean Carfax; dealer-serviced; low km (141k)"
"2013 Hyundai Santa Fe Luxury (XL GLS AWD, 7 seats)","Hyundai Santa Fe","Calgary, AB","Aug 19, 2026","VEHICLE DESCRIPTION:
 . Year: 2013
 . Make: Hyundai
 . Model: Santa Fe
 . Body Style: suv
 . Odometer: 150891
 . Transmission: automatic
 . Engine: 6 Cylinder
 . Engine Size: 3.3 L
 . Driveline: AWD
 . Exterior Color: White
 . Interior Color: Black
 . Doors: 4
 . Passengers: 7
 . Fuel Type: gas
 . City Fuel: 11.7
 . Hwy Fuel: 8.0
 . Stock Number: A00026
 . VIN: KM8SNDHF0DU002271
 Used 2013 HYUNDAI SANTA FE XL GLS AWD 7 seats / Active status / SUV / approved financing / prime and sub-prime banks / mechanic fitness assessment / out of province inspection / active title / heated seats / leather seats / sun roof / back up camera / Trade ins / Financing / Warranty / Delivery

Art of cars – 1827 36 st se Calgary
Open Monday – Saturday 10-5 by appointments

Selling 2013 HYUNDAI SANTA FE XL GLS AWD with 150891 kms on it, which is 7 seater with lots of room and options, in a great mechanical condition. Automatic transmission, 3.3 litre V6 engine. Active status. Comes with recent mechanical fitness assessment and completed out of province inspection (good to be registered in Alberta), Carfax with service records.

Recent services:
New brake pads and rotors

Engine – 3.3 l V6
7 passengers
Heated leather seats
Heated steering wheel
Back up camera
Towing package
Cruise control
Dual climate control
Rear climate control
AC
Powered doors, mirrors, seats
Powered tailgate
Memory seats
Keyless entry
Powered windows and locks
CD / AUX / FM / AM / DVD / Bluetooth / AUX / Sirius
4 wheel drive
Audio Controls on Steering Wheel
Tilt and Telescopic Steering Wheel
2 key fobs

AMVIC #B2032483
Stock #A00026
Please contact me to make an appointment at [hidden information]

Price is 11999$ plus GST KM8SNDHF0DU002271","CA$10,999","150,891 km","AWD","https://www.facebook.com/marketplace/item/1555584488803138/","Santa Fe XL (larger 7-seat model, not compact); dealer; advertised price + GST is $11,999"
"2013 Hyundai Santa Fe Sport","Hyundai Santa Fe","Calgary, AB","Aug 19, 2026","*** Heated Seats ** No Reported Accidents ** Backup Camera ***
2013 Hyundai Santa Fe Sport AWD
240,822 KMs
2.0L 4cyl gas engine automatic transmission
No reported accidents
The Hyundai Santa Fe has black leather heated and cooling seats, cruise control, steering wheel controls, power windows, power locks, power mirrors, Bluetooth, USB & AUX, dual climate control, rear heated seats, a heated steering wheel, a backup camera, and so much more! This Santa Fe can seat 5 and comes with a remote starter
We believe buying a vehicle should be simple and stress-free. That's why our sales team is not paid on commission, allowing us to focus on finding the right vehicle for you instead of making a sale.
You'll also never pay hidden dealership fees, documentation fees, or an AMVIC levy. Just the advertised price plus GST.
Contact
Location: SJL Auto Ltd.
504 East Lake Blvd NE
Airdrie, AB T4A 2G5
Phone: [hidden information]
Hours:
Monday–Saturday: 10:00 AM – 7:00 PM
Sunday: Closed
Message us today to schedule your test drive or request a personalized video walkaround.
Browse our inventory: https://www.sjlautoltd.com/inventory/
Stock #: 122289
SJL Auto Ltd. is a fully AMVIC-licensed dealership.","CA$8,500","240,822 km","AWD","https://www.facebook.com/marketplace/item/2070208990260366/","No reported accidents; dealer is physically in Airdrie"
"2016 Hyundai Santa Fe Sport","Hyundai Santa Fe","Calgary, AB","Aug 16, 2026","2016 Hyundai Santa Fe Sport AWD | New Engine | New All-Season & Winter Tires
⭐ Hyundai Replacement Engine ⭐️
The vehicle received a new engine through Hyundai's replacement program, and the new engine has under 10,000 km on it. All paperwork is available.
✨Professionally Detailed✨
* New engine (<10,000km)
* 173,000km on body & transmission
* New all-season + winter tires
* Rear brakes & rotors recently replaced
* Front brakes over 50%
* 2 key fobs
* Heated front & back seats
* Heated steering wheel
* Power driver's seat
* Rear passenger vents
* USB, AUX, Bluetooth connectivity
Very good overall condition and well maintained. One minor crack on the rear driver's-side bumper from a parking-lot bump, shown in the final photo. Cosmetic only.
Great family vehicle and, with new tires and engine, has a lot of useful life left. We're selling because we want a larger vehicle for our family.
Serious inquiries welcome. Happy to provide paperwork to interested buyers.","CA$12,500","10,000 km on replacement engine / 173,000 km body","AWD","https://www.facebook.com/marketplace/item/1242419334649496/","Hyundai replacement-engine program - new engine <10,000 km; paperwork available"
"2017 Hyundai SANTAFE Sport - AWD","Hyundai Santa Fe","Calgary, AB","Aug 16, 2026","2017 Hyundai SantaFe Sport AWD, Excellent Condition In & Out, ACTIVE Status,
ACTIVE STATUS,
Sunroof & Moonroof,
Leather Interior,
Navigation,
Back up Camera,
Backup Sensors,
Blind Spot Indication,
Bluetooth,
Heated Seats (Front & Rear),
Heated Steering Wheel,
AC & Heat (Dual Climate Control),
CD, USB, Aux, AM, FM,
Audio Control in Steering Wheel,
Cruise Control,
Traction Control,

Asking $ 11250 FIRM for quick sale.
Call or Text me at 587*855*5485","CA$11,250","130,000 km","AWD","https://www.facebook.com/marketplace/item/1048414314774493/","Active status; low km (130k) - strong candidate"
"2012 Chevrolet EQUINOX AWD 4dr 1LT LOW KMS TIMING SERVICE COMPLETE","Chevrolet Equinox","Calgary, AB","Aug 16, 2026","STUNNING 2012 CHEVROLET EQUINOX LT LOADED WITH BACK UP CAMERA, SUNROOF, BLUETOOTH, AUX, USB, POWER WINDOWS AND DOOR LOCKS AND MUCH MUCH MORE!
AMVIC LICENSED DEALER
Call us now to book test drive or viewing.
Elite Motorsports 5210 Macleod Trail SW
[hidden information]
✅🏦Finance/ 💻Lease available.
✅Carfax available.
🚗Trade In available, You can get the high price for your vehicle.
📈Also get tax benefits for trade in.","CA$11,988","101,918 km","AWD","https://www.facebook.com/marketplace/item/2625821144481324/","Lowest kilometres in the whole set (101,918 km); timing service completed"
"2017 Chevrolet Equinox (Premium AWD)","Chevrolet Equinox","Calgary, AB","Aug 14, 2026","Selling a 2017 Chevrolet Equinox Premium AWD with 161,657 km for $8,999. This SUV is fully loaded with AWD, navigation system, backup camera, parking sensors, heated seats, sunroof, and leather seats. Comfortable, spacious, and great for year-round driving and Canadian winters. Plenty of room for passengers and cargo. Asking $8,999. Message for more information or to schedule a test drive.","CA$8,999","161,657 km","AWD","https://www.facebook.com/marketplace/item/1740267110760695/","Fully loaded Premium trim"
"2017 Chevrolet Equinox LS","Chevrolet Equinox","Calgary, AB","Aug 14, 2026","VEHICLE DESCRIPTION:
 . Year: 2017
 . Make: Chevrolet
 . Model: Equinox
 . Body Style: suv
 . Odometer: 156595
 . Transmission: automatic
 . Engine: 4 Cylinder
 . Engine Size: 2.4 L
 . Driveline: AWD
 . Exterior Color: White
 . Interior Color: Black
 . Doors: 4
 . Passengers: 5
 . Fuel Type: gas
 . City Fuel: 11.5
 . Hwy Fuel: 8.3
 . Stock Number: A00023
 . VIN: 2GNFLEEK0H6172502
 Used / 2017 CHEVROLET EQUINOX LS / SUV / Active status / Remote starter / Back up camera / Heated seats / approved financing / prime and sub-prime banks / mechanical fitness assessment

ART OF CARS located at 1827 36 street SE, please check our full inventory on artofcars.ca
Open Monday through Saturday 10-5 by appointments.

Selling an amazing 2017 CHEVROLET EQUINOX LS with 156633 km on it in a great mechanical condition. It is a 5 seater SUV. Automatic transmission, 2.4 L 4 cylinder engine. Active status. Comes with recent mechanical fitness assessment and Carfax. No leaks, no issues. Great on gas with a good amount of power. Just detailed. Almost new Michelin tires.

Options:
Back up camera
Air Conditioning
Keyless Entry
Power Windows
Power Locks
CD/ FM / AM / Bluetooth / Sirius / Phone connect
Cruise control
2 key fobs

AMVIC #B2032483
Stock #A00023
[hidden information]

Please contact me prior coming to book an appointment.
11999$ + GST 2GNFLEEK0H6172502","CA$10,500","156,595 km","AWD","https://www.facebook.com/marketplace/item/28178680821784574/","Dealer (Art of Cars); advertised price + GST is $11,999"
"2017 Chevrolet Equinox Premier AWD","Chevrolet Equinox","Calgary, AB","Aug 19, 2026","Used | SUV | Black | 2017 | Chevrolet | Equinox | Premier | AWD | Sunroof | Lane Keeping Assist
2017 CHEVROLET EQUINOX PREMIER WITH 140,682 KMS, AWD, NAVIGATION, BACKUP CAMERA, DVD/CD/RADIO, SUNROOF, BLUETOOTH, USB/AUX, LANE ASSIST, BLIND SPOT DETECTION, POWER FOLDING MIRRORS, HEATED SEATS, LEATHER SEATS, POWER WINDOWS, POWER LOCKS, POWER SEATS, HEATED SIDE MIRRORS AND MORE!
ALL CREDIT ACCEPTED!
One month at a job? Bankruptcy? New to Canada? Collections? Student or work visas? Previous repossessions? Good or bad credit? We've got you covered! Get pre-approved today at www.autoshouse.com!
What We Offer:
*Low Bi-Weekly Payments
*Instant Approvals
*Credit Consolidation
*Employment Insurance
*Negative Equity Coverage
Operating Hours:
Mon-Thurs: 10 am -- 7 pm
Fri-Sat: 10 am -- 6 pm
Sunday: 11 am -- 5 pm
Call Sunridge [hidden information] ! All vehicles come with a full mechanical fitness assessment and CARFAX report.
Referral Program:
Refer friends and family and earn $500 for each referral!
AMVIC Licensed Dealer
After a credit check, we can determine payments, APR, terms, and interest rates based on your credit (O.A.C). Individual credit will affect bi-weekly payments and the total cost of credit. Similar to Chevrolet, GMC, Honda, Toyota, Cadillac, Nissan, Ford, Volvo 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018
Location: 3312 26th ST. N.E. Calgary AB
CARFAX IS AVAILABLE TO THE CONSUMER.
All photos are of the vehicle featured in the advertisement.
Stock : 173701","CA$11,988","140,682 km","AWD","https://www.facebook.com/marketplace/item/913147854815644/","Top Premier trim; dealer"
"2019 Chevrolet Equinox LS AWD","Chevrolet Equinox","Rocky View County, AB","Aug 13, 2026","2019 Chevrolet Equinox LS AWD – LOW KM – LOADED!
$9,500
135,000 km
Rebuilt Status
Great opportunity to own a 2019 Equinox LS at an affordable price!
This Chevrolet Equinox LS AWD is a comfortable, spacious and fuel-efficient SUV with lots of great features. Perfect for commuting, family use, winter driving or road trips.
FEATURES INCLUDE: ✅ AWD – excellent for Alberta winters ❄️
✅ 135,000 km
✅ Backup Camera
✅ Apple CarPlay & Android Auto
✅ Heated Seats
✅ Remote Start
✅ Bluetooth Connectivity
✅ Cruise Control
✅ Spacious and comfortable interior
✅ Great cargo space
✅ Excellent visibility
✅ Fuel-efficient and practical
✅ Smooth, comfortable ride
ONLY $9,500!
The vehicle has rebuilt status, which is reflected in the very attractive price. A great option for someone looking for a newer SUV with excellent features .
2019 + AWD + 135,000 km + great features = Excellent Value!
Serious buyers are welcome to message me.","CA$9,500","135,000 km","AWD","https://www.facebook.com/marketplace/item/1401732765176449/","Rocky View County (adjacent to Calgary); newest model year in this set; rebuilt status"
"2013 Chev Equinox","Chevrolet Equinox","Carstairs, AB","Not shown on listing (matched Facebook's 'Last 7 days' filter)","2013 all wheel drive Chevrolet Equinox. Has black exterior and black cloth interior. Heated seats. Factory remote start. Power windows and locks, backup camera, cold air conditioning, Bluetooth.
Newer all weather tires (year old), new front brakes. 2inch receiver hitch with 4 pin wiring harness allows for 1500 lb towing or using a bike carrier or similar accessory. Fuel efficient 4 cylinder engine. 197000 km.
Recently repaired timing cam shaft.
Fresh oil change
Small dent in driver fender from road debris.
Interior in great shape.","CA$8,000","197,000 km","AWD","https://www.facebook.com/marketplace/item/2107153083509678/","Carstairs (~60 km N of Calgary). Facebook showed no relative post time on this listing - it appeared under the Last 7 days filter but the exact date could not be confirmed"
"2015 Chevrolet Equinox LT True North Edition","Chevrolet Equinox","Fernie, BC","Aug 19, 2026","2015 Chevrolet Equinox LT True North Edition

The 2015 Chevrolet Equinox LT True North Edition AWD is a Canadian-market trim package that adds popular luxury and convenience features to the compact all-wheel-drive crossover. It pairs a confident all-wheel-drive system with upgraded interior comforts.

Key Specifications & Performance
Engine: 2.4L 4-cylinder (182 hp, 172 lb-ft of torque)
Transmission: 6-speed automatic with an Eco mode button for improved highway efficiency.
Drivetrain: Intelligent All-Wheel Drive (AWD).
Fuel Economy: Approx. 10.2 L/100 km city and 7.3 L/100 km highway (combined around 8.9 L/100 km).

True North Edition / 2LT Package Features
Interior: Heated leather-appointed front bucket seats and a power-adjustable driver's seat.
Technology: Rearview backup camera, MyLink infotainment with a touchscreen, Bluetooth hands-free, and a premium Pioneer sound system.
Convenience: Remote vehicle start, automatic climate control, power liftgate, and universal home remote.
Exterior: 17-inch alloy wheels and chrome exterior accents. Plus separate winter rims and tires.

Original owner, well maintained. 128,500km. Regular oil changes every spring and fall since 2015. Pet free, scent free.

Serious inquiries only. No trades. Viewings available in Fernie.","CA$9,800","128,500 km","AWD","https://www.facebook.com/marketplace/item/28403492162620231/","Fernie, BC (~300 km SW of Calgary); original owner, low km, documented service"
"2013 Toyota Venza","Toyota Venza (off-list)","Calgary, AB","Aug 16, 2026","Selling my 2013 Toyota Venza AWD, a reliable, spacious, and comfortable SUV that's been an excellent family vehicle
✅ Active Status
✅ engine size 2.4l
✅ All-Wheel Drive (AWD)
✅ power door lock
✅power window
✅ Spacious interior with large cargo area
✅ Spacious interior with large cargo area
✅ Smooth and comfortable ride
✅ Includes a full set of summer tires and a full set of winter tires","CA$12,000","247,674 km","AWD","https://www.facebook.com/marketplace/item/919634064516519/","OFF-LIST FIND: Toyota Venza AWD - same 2.4L/AWD mechanicals as a RAV4 but larger and more comfortable. Active status, both tire sets included. Higher km (248k)"
"2014 Mazda CX-9 TOURING AWD 7-PASSENGER SUV","Mazda CX-9 (off-list)","Calgary, AB","Aug 15, 2026","🔥 2014 MAZDA CX-9 TOURING AWD — 7-PASSENGER SUV 🔥
Looking for a spacious SUV with V6 power, comfort and AWD capability? 🚙❄️
💥 3.7L V6 — 273 HP / 270 lb-ft
❄️ AWD for confident year-round driving
👨‍👩‍👧‍👦 7-passenger seating
🔥 Heated leather seats
🌡️ 3-zone automatic climate control
📷 Backup camera + rear parking sensors
👀 Blind Spot Monitoring + Rear Cross Traffic Alert
🪑 Power driver's seat with lumbar support
📱 Bluetooth hands-free calling & audio streaming
🛞 6-speed Sport automatic transmission
✨ Perfect for families, daily commuting and road trips.
Want more details, photos or availability? 👇
SEND US A MESSAGE NOW and ask about the 2014 Mazda CX-9 Touring AWD","CA$9,900","215,300 km","AWD","https://www.facebook.com/marketplace/item/1994693631243770/","OFF-LIST FIND: Mazda CX-9 is a 3-row midsize (not compact) - included only if you want more space. 3.7L V6 uses notably more fuel than everything else on this list"
"2015 Volkswagen TIGUAN 4MOTION LOW KMS *ACTIVE*","Volkswagen Tiguan (off-list)","Calgary, AB","Aug 16, 2026","2015 Volkswagen Tiguan S 4MOTION AWD | 139K KMS | Active Status
✔️ Fully Inspected
✔️ 2 Sets of Keys
✔️ Brand New All-Season Tires
✔️ New Brakes
✔️ New Windshield
✔️ Fresh Oil Change
✔️ 4MOTION All-Wheel Drive
✔️ Reverse Camera
✔️ Bluetooth Connectivity
✔️ Clean Interior & Exterior
💰 FINANCING AVAILABLE — $0 DOWN, EVERYONE APPROVED OAC!
📞 Call or text 647x446x7490 for more info or to book a showing!!
AMVIC LICENSED DEALERSHIP!","CA$11,969","139,541 km","AWD (4MOTION)","https://www.facebook.com/marketplace/item/2340597206745189/","OFF-LIST FIND: compact AWD SUV, direct CX-5/Tucson competitor. Active status, low km (140k), new tires/brakes/windshield. Note VW timing-chain and DSG service costs are higher than the Japanese options on your list"
